"ï»¿""Data Source""",World Development Indicators,

Last Updated Date,2020-12-16,

Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Colombia,COL,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,1862.8430811375747,2146.943862715238,3437.126532753193,,,3918.126586469059,3163.404764160652,,,,3295.5653648379775,,,,,,,,,10075.340036955919,9813.864893240849,8849.938314824154,9048.001321603018,10229.115722930455,9867.382017364294,11351.293874956831,13729.529898089075,14652.812811348476,19247.608352732135,21555.117812862027,24805.62052228035,30630.57559470995,32759.44372724646,35182.755077532915,40093.621308518865,37565.02945510736,27608.573474729717,26284.70604130988,28921.617478160744,29940.566058661632,,,
Comoros,COM,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.8342264427158,,,,1689.2759661277087,,,,,,6161.687937241889,,,4098.388619163432,3856.177370033577,3586.886582735065,4155.055650354058,3162.4995734093463,,,,,,
Cabo Verde,CPV,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8086.833910987324,9583.564575789336,,,11042.543481082212,,15134.777742011165,,15418.900711334052,17232.92530658316,20533.863203434776,18673.742378703486,18807.72391992476,18865.064220111515,,18085.102390728818,17813.711650332683,16027.281015753908,16559.00855126794,17061.666548421377,,,,
Costa Rica,CRI,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,14852.637437490077,,5046.27051761495,6016.534203865744,,,6950.683138901084,,6254.648605529132,7046.003000580492,,,,,,10948.913807413272,12509.076257350536,,,19790.82054779273,17683.291660550087,19136.316506991698,20821.69805472924,21293.87395368241,21541.828350691223,,24130.76111186624,28287.857227590044,33726.9145014384,40876.213240794306,54017.115208360694,58885.26636782779,66317.78692217491,71850.13326711634,72453.87261718366,80026.57984203899,82804.77186045235,86432.50084253248,84525.37771536938,86303.68746463992,,
Caribbean small states,CSS,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,3634.5521942322666,5461.992713279842,7765.617369872787,8857.04676935724,10466.533387543586,,,9275.677376857675,,16045.931109259338,16969.544428338326,16322.904007688385,15192.96000412232,11354.809337231909,,10938.312858269735,13267.331986819321,12638.649868185745,12909.436510538271,9590.816925713443,9895.749230027672,12025.907327188683,12185.807661569728,13158.602311554321,17018.04722701327,11429.896584069727,13596.016486459957,20316.64231458352,22695.61826271454,24972.962099628112,21980.268256023683,25273.471818135215,33492.178963904524,,49713.20424708434,63308.64006414529,53174.935872708076,58948.52292531075,62170.66110935335,62269.2916402722,64427.597360979766,62429.32578702044,55015.79316417304,50589.91032032201,51385.57979383085,55161.514892803105,54281.51820987282,,
Cuba,CUB,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,16919.992154488824,,,,,,,,,,,16277.732532665144,,14666.669303222001,14749.768650598071,,,,14475.441229252616,17286.01592552893,21165.872964651902,23718.07088478363,28706.28566499667,31782.258393909247,34867.953833657164,39978.77485018846,42419.854473773536,61818.13534472291,76077.49844134916,72576.14827257668,73562.33971936256,,,,,,,,,,,
Curacao,CUW,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100900.64246733634,,,,,,,,
Cayman Islands,CYM,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,3268.62185337206,3346.6173345089264,3738.335664918424,4742.960009902112,6354.7029247635555,10768.365781292016,11483.860990451476,11649.26193466548,,11761.334797902658,12388.768351391227,15138.108133628779,17662.776432305007,19610.92410434115,20514.76094624992,24353.979615160955,26344.112142628313,32637.57516745042,32966.10536117945,36901.606880979096,43445.02545308526,,,,54097.59092870499,52820.205342896545,55391.00269520474,65246.97038741913,97662.65706411026,104870.79738268217,112765.45930981859,121535.44022975469,141526.64293644944,173076.5883820274,170249.63019473894,151321.53841469268,160235.26975704558,,135477.40530503233,129592.02878595727,108465.69515017007,110369.38901238088,111310.54299459072,,,,
Czech Republic,CZE,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12732.836709582969,16554.706508528237,21665.655365945764,26474.300337815366,27897.762250328633,,23344.761317872886,23352.184862043992,22011.355922331484,24879.282093714883,32022.284001312903,40613.81917733347,47166.72606905383,52250.40828179078,64360.5288105256,71403.30965088271,85392.88110721832,82848.6994111936,81126.89598591048,93437.11122209096,84467.99829847847,82362.57892123732,79456.66815957209,103213.44611357126,103786.87866846946,79532.32979047637,,,,
